"subscriber_id","treatment","age","gender","tenure_months","upgraded"
1737,"control",28,"M",7,1
1738,"control",47,"F",10,0
1739,"control",47,"F",8,0
1740,"new_offer",29,"F",20,0
1741,"control",46,"M",10,0
1742,"new_offer",58,"F",9,1
1743,"new_offer",45,"F",52,0
1744,"control",40,"F",12,1
1745,"new_offer",38,"F",20,0
1746,"new_offer",44,"F",23,0
1747,"control",48,"F",3,0
1748,"control",35,"F",20,0
1749,"control",29,"F",23,1
1750,"control",23,"M",15,0
1751,"new_offer",51,"M",2,0
1752,"new_offer",37,"M",34,0
1753,"new_offer",62,"F",16,0
1754,"new_offer",39,"F",10,1
1755,"new_offer",48,"M",44,0
1756,"new_offer",34,"F",27,0
1757,"control",29,"F",10,0
1758,"control",48,"F",19,1
1759,"new_offer",27,"F",13,0
1760,"new_offer",22,"F",32,0
1761,"control",29,"F",7,0
1762,"control",46,"F",20,0
1763,"new_offer",42,"F",3,0
1764,"new_offer",36,"M",9,0
1765,"new_offer",54,"F",28,1
1766,"new_offer",41,"F",6,1
1767,"control",46,"M",21,0
1768,"control",46,"F",29,1
1769,"new_offer",43,"F",7,0
1770,"new_offer",33,"F",21,0
1771,"control",49,"M",3,0
1772,"control",35,"F",5,0
1773,"new_offer",52,"M",12,1
1774,"new_offer",54,"F",8,0
1775,"new_offer",35,"F",7,0
1776,"control",43,"M",106,0
1777,"new_offer",28,"M",1,0
1778,"new_offer",40,"F",18,0
1779,"new_offer",42,"F",11,0
1780,"new_offer",44,"M",10,1
1781,"control",48,"M",13,1
1782,"new_offer",25,"F",20,0
1783,"control",39,"M",14,0
1784,"new_offer",40,"F",4,0
1785,"control",27,"M",1,0
1786,"new_offer",30,"F",5,0
1787,"new_offer",39,"F",11,0
1788,"control",37,"M",12,0
1789,"control",44,"M",10,0
1790,"new_offer",66,"F",55,0
1791,"new_offer",48,"M",19,0
1792,"control",41,"M",2,0
1793,"new_offer",51,"M",1,1
1794,"control",42,"F",1,1
1795,"control",49,"M",26,1
1796,"control",31,"F",18,0
1797,"control",32,"M",8,0
1798,"control",36,"F",29,0
1799,"new_offer",39,"F",68,0
1800,"new_offer",23,"F",15,0
1801,"control",66,"F",35,0
1802,"new_offer",55,"F",29,0
1803,"control",53,"F",5,0
1804,"control",39,"M",9,0
1805,"control",21,"F",5,0
1806,"control",23,"M",33,0
1807,"new_offer",40,"M",11,0
1808,"control",26,"F",17,0
1809,"control",21,"F",17,0
1810,"control",39,"M",11,0
1811,"control",35,"F",21,0
1812,"new_offer",35,"F",11,0
1813,"new_offer",61,"F",18,0
1814,"new_offer",32,"M",17,0
1815,"control",53,"M",14,0
1816,"new_offer",41,"M",21,0
1817,"control",32,"F",11,0
1818,"new_offer",21,"F",11,0
1819,"new_offer",56,"F",19,0
1820,"control",42,"F",1,0
1821,"new_offer",43,"F",21,0
1822,"new_offer",56,"F",14,1
1823,"control",32,"F",1,1
1824,"new_offer",33,"Nonbinary",7,0
1825,"control",21,"M",6,1
1826,"new_offer",45,"F",6,0
1827,"new_offer",24,"F",3,0
1828,"control",49,"M",10,0
1829,"new_offer",21,"F",1,0
1830,"control",34,"M",51,0
1831,"control",51,"M",3,0
1832,"new_offer",28,"M",22,0
1833,"new_offer",61,"M",41,0
1834,"new_offer",31,"M",30,0
1835,"control",41,"Nonbinary",2,0
1836,"control",31,"Nonbinary",62,0
1837,"new_offer",45,"F",15,0
1838,"control",40,"M",4,0
1839,"control",22,"F",33,0
1840,"control",46,"F",26,0
1841,"new_offer",64,"F",56,1
1842,"new_offer",64,"M",2,0
1843,"new_offer",52,"M",11,0
1844,"control",45,"M",2,0
1845,"control",39,"F",7,1
1846,"control",54,"F",20,0
1847,"control",30,"F",11,0
1848,"control",44,"F",2,0
1849,"control",39,"M",14,0
1850,"control",35,"F",70,1
1851,"control",35,"Nonbinary",2,0
1852,"control",50,"F",11,0
1853,"new_offer",42,"M",6,0
1854,"new_offer",62,"F",1,0
1855,"new_offer",38,"M",18,0
1856,"new_offer",34,"F",8,0
1857,"new_offer",56,"M",52,1
1858,"control",38,"M",15,1
1859,"control",47,"M",17,0
1860,"control",21,"M",12,0
1861,"new_offer",47,"M",22,0
1862,"control",53,"M",77,0
1863,"new_offer",47,"M",6,0
1864,"new_offer",55,"M",9,0
1865,"control",31,"M",16,0
1866,"new_offer",31,"F",106,0
1867,"control",41,"F",31,0
1868,"new_offer",35,"F",10,0
1869,"control",48,"M",29,0
1870,"new_offer",49,"F",11,0
1871,"control",38,"M",1,0
1872,"new_offer",31,"M",4,0
1873,"control",21,"F",13,0
1874,"new_offer",42,"F",26,0
1875,"new_offer",40,"M",16,0
1876,"control",53,"M",7,0
1877,"new_offer",31,"M",26,0
1878,"new_offer",26,"F",33,0
1879,"new_offer",40,"M",35,0
1880,"new_offer",44,"M",20,0
1881,"new_offer",52,"F",24,0
1882,"new_offer",36,"M",13,0
1883,"new_offer",46,"M",28,0
1884,"new_offer",41,"F",36,0
1885,"control",42,"M",16,1
1886,"control",33,"F",6,0
1887,"new_offer",25,"M",49,0
1888,"control",38,"F",28,0
1889,"new_offer",44,"F",2,0
1890,"new_offer",38,"M",12,0
1891,"control",30,"M",4,0
1892,"control",24,"F",19,0
1893,"new_offer",62,"M",8,0
1894,"control",33,"F",38,0
1895,"control",26,"F",11,0
1896,"control",64,"F",32,0
1897,"new_offer",39,"F",12,0
1898,"new_offer",43,"F",30,0
1899,"new_offer",32,"M",150,1
1900,"new_offer",44,"F",44,0
1901,"control",48,"M",19,0
1902,"control",33,"F",24,0
1903,"new_offer",63,"F",4,0
1904,"new_offer",29,"M",11,0
1905,"new_offer",71,"M",22,0
1906,"control",38,"M",9,0
1907,"control",21,"M",1,0
1908,"control",46,"F",24,0
1909,"new_offer",55,"F",6,1
1910,"control",47,"F",118,0
1911,"control",21,"M",1,0
1912,"control",51,"M",1,0
1913,"control",32,"F",26,0
1914,"new_offer",42,"M",35,0
1915,"control",44,"F",47,0
1916,"new_offer",33,"F",33,0
1917,"control",26,"M",33,0
1918,"control",28,"F",28,0
1919,"new_offer",33,"F",12,0
1920,"control",23,"M",30,0
1921,"new_offer",23,"F",24,0
1922,"new_offer",48,"F",6,0
1923,"new_offer",21,"M",3,0
1924,"control",24,"M",2,0
1925,"new_offer",42,"M",2,0
1926,"new_offer",50,"F",2,0
1927,"new_offer",46,"M",12,0
1928,"control",39,"M",30,0
1929,"control",34,"F",7,0
1930,"control",35,"M",39,0
1931,"control",36,"F",4,0
1932,"new_offer",31,"F",2,0
1933,"control",21,"M",13,0
1934,"new_offer",38,"Nonbinary",48,1
1935,"control",28,"F",10,0
1936,"control",52,"F",4,0
1937,"control",56,"Nonbinary",47,0
1938,"control",30,"F",5,0
1939,"new_offer",60,"M",6,0
1940,"control",33,"F",15,0
1941,"control",50,"M",21,0
1942,"control",40,"M",7,0
1943,"new_offer",30,"M",14,0
1944,"new_offer",43,"M",18,0
1945,"control",48,"F",9,0
1946,"control",39,"F",1,0
1947,"new_offer",32,"F",16,0
1948,"control",33,"M",17,0
1949,"control",55,"M",26,1
1950,"new_offer",21,"F",38,0
1951,"control",38,"F",19,0
1952,"control",33,"M",7,0
1953,"control",21,"F",40,0
1954,"new_offer",39,"M",21,0
1955,"new_offer",39,"F",38,0
1956,"new_offer",30,"F",1,0
1957,"new_offer",48,"M",32,0
1958,"control",47,"F",20,0
1959,"control",54,"F",2,0
1960,"new_offer",33,"F",3,0
1961,"new_offer",40,"M",21,1
1962,"control",38,"M",12,0
1963,"control",54,"F",38,0
1964,"new_offer",50,"F",16,0
1965,"control",27,"M",3,0
1966,"control",29,"F",39,0
1967,"new_offer",30,"F",8,0
1968,"new_offer",38,"F",13,0
1969,"control",48,"M",8,0
1970,"new_offer",27,"M",15,0
1971,"control",42,"M",48,0
1972,"new_offer",39,"M",4,0
1973,"new_offer",47,"F",3,0
1974,"control",21,"M",15,0
1975,"control",45,"M",20,0
1976,"control",55,"F",31,0
1977,"control",37,"Nonbinary",19,0
1978,"control",27,"M",24,0
1979,"new_offer",34,"F",11,0
1980,"control",21,"M",5,0
1981,"control",43,"F",26,0
1982,"new_offer",52,"M",32,0
1983,"new_offer",40,"M",82,1
1984,"control",41,"M",13,0
1985,"new_offer",21,"F",15,1
1986,"control",47,"M",9,0
1987,"new_offer",39,"F",17,0
1988,"new_offer",30,"M",13,0
1989,"control",26,"M",23,0
1990,"control",46,"F",11,0
1991,"control",24,"M",65,1
1992,"new_offer",21,"M",16,0
1993,"new_offer",60,"M",15,0
1994,"new_offer",60,"F",5,0
1995,"control",41,"F",9,0
1996,"control",38,"F",56,0
1997,"new_offer",30,"Nonbinary",14,0
1998,"control",29,"M",1,0
1999,"new_offer",36,"F",18,1
2000,"new_offer",45,"M",15,0
