"respondent_id","region","subscriber_status","tier","age","gender","tenure_months","wtp","satisfaction","prefers_dark_roast","brand_attach_1","brand_attach_2","brand_attach_3","brand_attach_4","brand_attach_5","needs_1","needs_2","needs_3","needs_4","needs_5","needs_6","needs_7","needs_8","needs_9","needs_10","needs_11","needs_12","pre_score","post_score"
357,"Atlantic","Current","Discovery",38,"F",41,19.42,4.7,"Yes",5,4,4,5,4,4,4,4,4,1,2,1,1,2,1,3,4,5.7,5.9
358,"Ontario_prospect","Current","Signature",42,"M",17,26.11,4.8,"Yes",1,2,3,3,5,4,4,4,2,4,3,2,4,5,3,3,4,NA,NA
359,"Atlantic","Current","Signature",35,"M",12,11.79,5.7,"No",2,1,1,2,1,5,5,5,5,1,2,4,4,4,1,3,2,NA,NA
360,"Atlantic","Current","Signature",47,"M",5,19.25,4.9,"No",3,2,3,2,2,1,2,1,2,4,3,2,2,4,4,2,3,NA,NA
361,"Atlantic","Current","Signature",43,"F",23,19.22,6,"No",3,2,3,4,4,3,2,3,4,3,3,3,2,2,3,3,2,6.3,7.6
362,"Atlantic","Current","Standard",34,"M",21,21.44,7.5,"Yes",3,3,3,2,2,3,4,3,5,2,2,3,3,2,4,3,4,NA,NA
363,"Atlantic","Current","Standard",40,"M",31,25.52,6.6,"Yes",4,3,3,4,3,2,3,4,4,4,2,3,3,3,2,3,2,6.8,7.3
364,"Ontario_prospect","Current","Standard",37,"M",11,20.18,5.5,"No",4,3,4,4,4,2,3,3,3,2,2,2,2,2,2,2,2,NA,NA
365,"Atlantic","Lapsed","Signature",54,"F",2,19.3,5.3,"Yes",3,3,3,3,3,4,3,4,5,4,2,3,4,3,3,3,3,NA,NA
366,"Atlantic","Lapsed","Signature",36,"F",6,20.45,5.2,"No",3,4,4,1,3,3,3,3,4,3,4,2,3,5,4,5,4,8.2,9.6
367,"Ontario_prospect","Current","Discovery",33,"M",15,25.08,5.7,"No",3,2,2,2,5,2,4,4,5,3,2,4,2,4,3,4,5,NA,NA
368,"Ontario_prospect","Lapsed","Standard",46,"M",11,15.4,5.1,"No",3,5,5,4,2,4,3,4,3,3,3,2,3,3,2,1,4,NA,NA
369,"Ontario_prospect","Current","Standard",46,"Nonbinary",2,21.22,5.8,"Yes",4,4,3,3,3,3,4,2,5,4,5,4,3,4,3,3,3,NA,NA
370,"Atlantic","Current","Standard",23,"M",28,20.03,6.4,"No",4,4,4,3,5,3,3,4,2,1,2,2,2,2,1,3,2,NA,NA
371,"Atlantic","Current","Discovery",31,"M",51,23.29,7.1,"No",3,2,2,2,2,4,4,3,3,4,3,3,4,5,3,3,3,NA,NA
372,"Atlantic","Current","Signature",64,"F",32,21.29,6.6,"Yes",5,5,4,4,4,2,5,4,3,3,2,2,3,3,3,4,4,NA,NA
373,"Atlantic","Current","Standard",38,"F",18,25.2,5.7,"Yes",5,5,5,3,3,1,2,2,3,4,3,3,4,4,3,4,3,NA,NA
374,"Atlantic","Current","Standard",44,"M",4,21.86,5.7,"No",4,4,3,4,3,2,1,1,2,3,4,3,2,2,3,3,3,NA,NA
375,"Atlantic","Lapsed","Signature",22,"M",10,21.29,4.8,"No",3,4,4,4,4,3,4,4,4,4,3,4,3,2,3,3,3,NA,NA
376,"Ontario_prospect","Current","Signature",21,"F",1,19.23,4.7,"Yes",4,4,4,5,4,3,4,4,2,3,3,1,2,4,2,3,1,NA,NA
377,"Atlantic","Current","Signature",21,"Nonbinary",11,23.08,6.3,"No",3,3,3,3,2,5,4,5,4,4,3,3,2,5,4,3,3,NA,NA
378,"Atlantic","Current","Signature",57,"M",7,28.88,5.4,"Yes",5,4,5,4,5,3,2,2,3,5,3,3,3,4,5,5,3,NA,NA
379,"Ontario_prospect","Current","Standard",52,"F",53,19.3,5.4,"No",3,3,2,2,2,2,1,1,2,3,2,4,1,2,2,2,4,NA,NA
380,"Atlantic","Lapsed","Signature",21,"F",3,22.26,3.3,"No",2,1,2,1,2,4,3,3,3,4,3,4,4,4,4,5,5,NA,NA
381,"Atlantic","Current","Standard",21,"F",14,24.88,5.6,"No",2,3,2,2,2,4,2,2,3,3,4,5,2,3,2,4,3,NA,NA
382,"Atlantic","Current","Signature",27,"F",5,20.1,6.1,"No",4,2,1,2,3,2,3,4,2,4,3,4,3,4,5,2,5,NA,NA
383,"Atlantic","Current","Signature",31,"F",16,22.81,6.2,"No",2,2,2,2,1,2,2,3,3,4,3,3,4,2,3,3,4,NA,NA
384,"Atlantic","Current","Standard",38,"Nonbinary",18,22.77,5.7,"No",3,4,4,4,3,3,4,5,3,3,1,1,2,2,1,3,3,NA,NA
385,"Ontario_prospect","Current","Signature",45,"M",30,23.71,6.5,"No",4,4,4,5,4,3,2,4,3,4,3,3,4,2,3,2,3,5.7,6.7
386,"Atlantic","Current","Discovery",38,"F",3,23.12,5.3,"Yes",3,3,3,2,1,3,5,4,3,4,3,4,2,3,4,4,2,NA,NA
387,"Atlantic","Current","Standard",36,"M",8,19.58,5.9,"Yes",2,3,3,3,4,4,4,4,4,5,3,5,4,3,5,3,4,NA,NA
388,"Ontario_prospect","Lapsed","Standard",60,"F",31,14.64,4.1,"No",3,2,2,2,2,3,4,3,4,3,4,5,3,3,3,3,3,4,4.9
389,"Atlantic","Current","Discovery",45,"Nonbinary",46,24.39,6.4,"Yes",3,2,2,2,3,4,4,5,4,3,3,4,4,5,4,4,4,NA,NA
390,"Ontario_prospect","Current","Standard",47,"F",4,17.71,6.7,"No",4,3,3,3,3,3,3,4,3,3,3,2,3,2,3,4,2,NA,NA
391,"Ontario_prospect","Current","Discovery",39,"M",53,24.07,6.8,"Yes",4,3,5,5,3,3,2,5,4,5,2,3,3,3,3,4,3,NA,NA
392,"Atlantic","Current","Discovery",32,"F",10,28.47,7.6,"Yes",5,5,5,4,5,3,2,1,4,4,4,3,2,3,3,3,2,NA,NA
393,"Atlantic","Current","Signature",35,"F",4,23.03,7.5,"Yes",3,1,3,3,3,4,3,3,4,3,5,4,5,3,5,5,4,NA,NA
394,"Ontario_prospect","Current","Signature",35,"M",39,19.94,5.7,"Yes",2,2,3,3,3,3,2,3,2,4,4,2,3,2,3,2,3,NA,NA
395,"Atlantic","Current","Standard",38,"M",3,20.86,6,"Yes",1,3,2,1,2,2,3,1,4,3,3,2,1,2,2,3,3,NA,NA
396,"Ontario_prospect","Current","Signature",37,"F",4,17.63,6.6,"No",2,2,1,2,2,5,4,4,5,2,4,2,3,3,2,3,3,NA,NA
397,"Atlantic","Current","Signature",22,"M",15,20.34,4.3,"No",3,3,4,3,5,4,3,1,3,1,2,3,1,4,2,3,4,NA,NA
398,"Atlantic","Current","Standard",40,"F",12,11.86,7.5,"Yes",3,4,3,2,3,2,3,2,4,5,5,5,5,4,2,5,4,NA,NA
399,"Ontario_prospect","Current","Signature",21,"M",4,25.96,5.7,"Yes",2,1,1,1,1,4,3,3,4,3,4,4,3,3,2,4,2,NA,NA
400,"Atlantic","Current","Signature",62,"F",11,24.39,6.8,"No",2,2,3,3,4,3,3,3,3,4,5,5,3,3,3,3,3,NA,NA
401,"Ontario_prospect","Lapsed","Standard",32,"M",12,16.55,6.1,"No",2,1,3,3,3,2,2,3,1,3,3,2,2,4,3,3,2,4.4,5.7
402,"Atlantic","Current","Standard",32,"M",2,24.75,5.4,"Yes",3,3,3,3,3,1,2,2,1,3,2,4,4,2,2,3,3,NA,NA
403,"Ontario_prospect","Current","Standard",25,"Nonbinary",24,15.84,6.7,"No",2,3,3,3,4,2,2,3,2,3,4,5,4,2,4,2,2,NA,NA
404,"Atlantic","Current","Standard",40,"F",25,16.46,6.6,"Yes",4,4,5,4,2,2,1,3,5,2,1,1,2,1,2,2,1,NA,NA
405,"Ontario_prospect","Lapsed","Signature",40,"F",8,20.31,5.1,"No",1,2,2,2,3,4,3,5,4,4,3,4,2,2,3,3,1,NA,NA
406,"Atlantic","Current","Signature",43,"M",8,21.05,5.3,"No",2,3,2,2,3,3,4,4,4,3,1,2,2,2,2,4,2,NA,NA
407,"Atlantic","Current","Discovery",50,"M",13,26.83,7,"Yes",3,5,3,3,3,2,1,3,3,3,4,3,3,3,3,3,4,6,5.3
408,"Atlantic","Current","Discovery",50,"F",20,24.83,5.9,"No",2,3,4,1,3,3,2,4,5,3,3,3,4,3,2,2,3,7.8,9.6
409,"Atlantic","Current","Signature",43,"M",8,22.87,6.7,"No",4,4,5,4,4,3,3,3,4,4,3,4,4,4,5,4,4,NA,NA
410,"Atlantic","Current","Signature",31,"M",56,27.93,6.7,"No",3,3,4,4,2,2,1,1,1,2,3,3,2,4,2,2,5,6.4,7.2
411,"Atlantic","Current","Discovery",52,"M",7,26.41,6.1,"No",3,3,3,2,3,4,4,3,3,2,1,1,2,3,3,2,2,NA,NA
412,"Atlantic","Current","Standard",44,"F",12,25.73,4.8,"No",5,5,5,5,4,3,4,2,3,4,3,4,2,3,4,2,5,NA,NA
413,"Ontario_prospect","Lapsed","Standard",33,"M",5,17.27,4.1,"Yes",3,3,3,2,3,2,4,4,2,4,3,2,3,5,3,4,3,NA,NA
414,"Ontario_prospect","Lapsed","Standard",41,"M",7,14.39,3.5,"No",4,2,3,4,4,2,3,2,2,4,4,2,5,3,5,5,4,4.9,7.2
415,"Ontario_prospect","Current","Discovery",40,"F",34,26.1,5.9,"No",2,2,2,4,5,2,3,1,2,2,1,2,3,2,3,4,3,NA,NA
416,"Ontario_prospect","Current","Discovery",47,"M",9,23.87,6.5,"No",3,3,4,3,3,2,2,2,3,3,4,3,3,2,2,2,1,NA,NA
417,"Atlantic","Lapsed","Standard",59,"F",32,14.39,4.6,"Yes",2,4,3,2,2,3,4,2,5,4,2,1,4,5,3,4,3,NA,NA
418,"Atlantic","Current","Signature",31,"M",26,21.57,7.6,"Yes",5,5,4,5,5,2,3,1,2,2,1,2,2,4,3,4,3,NA,NA
419,"Ontario_prospect","Lapsed","Signature",21,"M",1,20.64,4.4,"No",2,3,3,2,2,2,2,3,4,4,2,4,2,2,2,1,2,4.3,5.3
420,"Atlantic","Lapsed","Signature",29,"F",2,15.85,3.6,"No",3,1,1,2,1,2,4,3,2,3,3,2,3,2,2,2,2,7.5,6.8
421,"Ontario_prospect","Current","Signature",55,"M",32,23.58,6,"Yes",3,4,3,2,4,3,3,4,2,3,1,3,2,3,3,3,4,NA,NA
422,"Atlantic","Current","Signature",53,"M",20,25.1,7.4,"No",5,4,3,4,5,4,5,5,5,3,4,3,5,3,2,3,4,NA,NA
423,"Atlantic","Current","Signature",37,"M",27,24.68,5.5,"No",3,1,2,2,1,3,4,2,2,4,2,4,3,4,3,1,2,5.9,6
424,"Atlantic","Lapsed","Standard",27,"F",15,15.33,6.2,"Yes",1,1,2,2,2,1,2,2,2,1,1,3,3,3,5,3,3,NA,NA
425,"Ontario_prospect","Current","Standard",39,"F",32,21.91,4.9,"Yes",3,1,2,5,2,3,5,3,5,4,4,3,4,4,5,5,4,NA,NA
426,"Atlantic","Lapsed","Standard",43,"F",3,16.25,4.6,"No",3,2,3,3,4,1,1,2,1,2,3,2,2,2,3,3,4,NA,NA
427,"Atlantic","Current","Standard",51,"M",49,28.3,7.3,"No",4,4,5,4,4,2,2,4,5,4,5,4,3,5,5,3,3,NA,NA
428,"Atlantic","Current","Discovery",49,"F",1,29.55,5.7,"No",1,2,1,3,2,4,4,4,2,4,3,3,3,1,3,2,3,6.8,7.7
429,"Ontario_prospect","Current","Standard",43,"F",20,21.21,4.8,"Yes",5,3,5,4,5,3,4,5,4,4,4,3,4,4,4,4,2,NA,NA
430,"Atlantic","Current","Signature",21,"F",2,19.18,6.9,"No",3,3,3,3,2,3,3,4,3,4,3,3,2,4,3,4,3,NA,NA
431,"Atlantic","Current","Signature",41,"F",27,23.81,5.6,"No",5,3,4,3,4,2,2,1,3,2,2,2,3,1,2,2,3,NA,NA
432,"Atlantic","Current","Standard",33,"F",5,18.5,7,"Yes",5,4,4,5,5,3,4,2,3,5,4,4,4,4,2,2,1,NA,NA
433,"Atlantic","Current","Standard",49,"M",10,18.73,4.6,"Yes",4,3,4,4,5,3,5,5,4,3,1,4,3,1,2,3,3,NA,NA
434,"Ontario_prospect","Current","Signature",51,"M",34,25.65,8.2,"Yes",5,5,5,3,4,5,4,3,3,5,3,4,4,3,4,3,4,NA,NA
435,"Ontario_prospect","Current","Standard",40,"F",19,17.49,6.8,"Yes",3,4,2,3,2,3,1,3,1,2,3,3,3,4,4,3,3,7.3,6.9
436,"Atlantic","Lapsed","Signature",45,"M",3,22.61,5,"Yes",4,3,4,2,5,1,2,3,5,2,2,4,3,2,2,1,2,NA,NA
437,"Atlantic","Current","Signature",31,"M",2,21.83,4.8,"Yes",3,2,3,1,2,2,1,1,2,3,2,2,2,1,1,1,2,NA,NA
438,"Ontario_prospect","Current","Signature",36,"F",1,22.94,5.1,"Yes",4,4,2,2,1,3,4,4,4,5,5,5,5,4,4,3,3,7.4,7.5
439,"Ontario_prospect","Current","Standard",21,"Nonbinary",20,20.77,6.7,"No",5,5,5,5,3,2,2,3,4,3,3,5,3,3,1,2,2,NA,NA
440,"Atlantic","Current","Signature",21,"M",18,23.44,6.4,"Yes",2,2,2,2,2,3,2,2,1,2,4,1,3,4,3,3,3,NA,NA
441,"Ontario_prospect","Current","Standard",31,"F",6,19.79,4.6,"No",1,1,1,2,2,3,4,3,3,3,4,5,5,3,3,3,3,NA,NA
442,"Ontario_prospect","Current","Discovery",54,"M",6,26.74,7.1,"Yes",4,3,2,3,2,2,3,3,2,3,2,2,2,1,1,1,1,7.2,6.8
443,"Atlantic","Current","Standard",57,"F",8,29.09,6,"No",2,2,1,2,1,5,2,2,4,4,5,5,4,3,3,3,3,NA,NA
444,"Ontario_prospect","Current","Signature",46,"F",1,22.53,6.6,"Yes",2,4,4,3,4,2,2,2,3,3,2,4,4,5,5,5,5,NA,NA
445,"Atlantic","Lapsed","Discovery",54,"F",6,23.21,8.1,"No",4,4,4,4,3,5,5,4,5,4,5,5,4,5,5,4,5,NA,NA
446,"Ontario_prospect","Current","Signature",45,"M",4,16.55,7.4,"Yes",4,2,5,4,4,4,4,2,3,3,4,3,2,3,3,4,3,NA,NA
447,"Atlantic","Current","Signature",32,"F",13,21.98,5.4,"Yes",4,3,3,3,2,3,2,3,4,4,3,4,3,2,1,1,1,NA,NA
448,"Ontario_prospect","Current","Signature",29,"F",15,33.39,6.1,"No",4,3,4,3,1,4,2,5,5,4,3,3,3,4,5,4,3,NA,NA
449,"Ontario_prospect","Current","Discovery",54,"M",25,27.54,5.3,"No",1,2,1,2,3,3,3,4,4,2,1,2,3,3,3,5,3,4.5,3.9
450,"Atlantic","Current","Signature",34,"M",3,26.07,6.7,"No",4,3,3,4,3,3,4,4,4,5,4,5,3,2,1,1,3,NA,NA
451,"Atlantic","Current","Standard",35,"M",4,16.5,5.7,"No",4,3,3,4,3,1,1,2,2,2,2,3,3,2,3,2,2,NA,NA
452,"Atlantic","Current","Signature",41,"F",25,20.63,6.3,"No",2,3,1,3,2,3,3,4,5,2,2,2,3,4,2,5,3,NA,NA
453,"Ontario_prospect","Current","Standard",41,"F",7,18.88,5.3,"No",5,4,3,3,4,5,3,5,5,3,3,3,2,3,4,3,3,5.6,5.4
454,"Atlantic","Current","Standard",40,"M",18,23.73,4.6,"No",3,3,3,1,4,3,2,2,3,3,3,3,2,3,3,2,3,7.3,7
455,"Ontario_prospect","Lapsed","Standard",48,"F",1,17.65,2.9,"No",5,4,4,4,5,2,3,3,3,1,3,3,2,3,4,4,3,5,5.4
456,"Atlantic","Current","Standard",32,"M",19,21.21,6.8,"Yes",4,2,3,3,4,4,3,4,3,3,3,3,4,3,1,4,3,NA,NA
457,"Atlantic","Current","Standard",54,"F",1,22.98,7.1,"No",4,4,3,5,5,3,4,3,3,2,2,2,1,2,2,1,2,NA,NA
458,"Atlantic","Current","Standard",46,"M",13,20.2,5.1,"No",2,2,1,3,3,3,1,2,3,3,4,3,4,1,3,2,1,7.8,8.5
459,"Atlantic","Current","Discovery",44,"F",23,24.41,6.3,"Yes",3,2,3,3,3,2,4,3,4,3,3,5,4,3,3,4,4,NA,NA
460,"Ontario_prospect","Lapsed","Standard",31,"F",1,18.45,2.8,"Yes",2,3,3,4,3,2,4,3,3,2,3,4,4,2,1,1,2,NA,NA
461,"Atlantic","Current","Signature",55,"F",37,21.96,8.1,"Yes",3,3,3,3,2,4,1,3,2,4,2,4,3,5,4,4,3,6.8,6.6
462,"Atlantic","Current","Signature",33,"F",51,28.84,7.4,"Yes",2,3,4,3,2,5,5,5,4,4,4,3,5,4,3,2,4,6.6,6.4
463,"Atlantic","Current","Standard",36,"F",35,18.39,5.1,"No",4,3,4,4,4,3,3,4,5,3,3,4,3,3,3,3,3,NA,NA
464,"Ontario_prospect","Current","Discovery",47,"F",64,23.36,8,"No",3,3,4,4,4,4,4,3,4,4,5,5,4,4,4,3,3,NA,NA
465,"Ontario_prospect","Current","Standard",50,"F",7,22.05,4.7,"Yes",4,4,3,4,5,2,2,1,1,2,3,3,2,5,5,3,3,NA,NA
466,"Ontario_prospect","Current","Standard",32,"M",3,15.69,6,"No",5,2,3,4,4,4,4,4,3,3,3,2,3,4,4,5,4,NA,NA
467,"Ontario_prospect","Current","Standard",38,"F",5,20.38,7.3,"No",4,4,3,4,4,3,3,3,3,4,3,4,2,1,1,2,1,NA,NA
468,"Atlantic","Current","Discovery",33,"F",4,30.59,7,"No",5,4,5,3,4,2,3,3,4,3,3,3,2,4,2,3,5,NA,NA
469,"Atlantic","Current","Signature",41,"F",8,22.53,6.3,"Yes",4,3,2,4,3,3,3,3,3,3,3,3,4,2,1,1,2,NA,NA
470,"Atlantic","Current","Standard",28,"F",1,24.22,5.7,"No",3,3,2,2,3,2,2,4,1,2,2,1,2,2,3,3,3,NA,NA
471,"Ontario_prospect","Lapsed","Standard",48,"M",5,16.28,4.7,"No",5,3,4,3,5,3,1,3,3,1,2,2,2,1,2,3,5,NA,NA
472,"Ontario_prospect","Current","Standard",36,"F",2,20.33,4.1,"Yes",3,2,3,3,2,4,4,5,3,5,5,5,4,2,3,2,2,NA,NA
473,"Atlantic","Current","Standard",26,"M",6,23.02,4.2,"No",1,1,1,1,1,3,2,3,4,1,3,1,2,2,4,1,3,NA,NA
474,"Ontario_prospect","Current","Signature",31,"F",12,21.86,4.8,"No",3,3,4,2,4,1,1,2,2,3,3,5,4,2,2,2,2,NA,NA
475,"Ontario_prospect","Lapsed","Discovery",49,"M",5,24.48,5.9,"Yes",4,4,4,3,4,3,3,3,3,3,2,3,3,2,3,4,3,NA,NA
476,"Ontario_prospect","Current","Discovery",21,"F",4,26.78,6.5,"Yes",3,3,2,2,3,4,5,4,5,2,4,3,3,4,3,3,3,5.1,5.9
477,"Atlantic","Current","Signature",44,"F",9,29.66,6.9,"No",4,3,1,2,4,2,2,2,2,4,4,4,5,2,2,4,3,NA,NA
478,"Ontario_prospect","Current","Standard",46,"F",11,16.03,5.6,"Yes",4,4,4,2,4,2,2,4,2,3,2,2,3,3,3,3,3,NA,NA
479,"Atlantic","Lapsed","Signature",29,"F",1,20.52,3.8,"No",3,2,4,2,2,4,4,4,3,3,1,2,2,3,1,4,3,NA,NA
480,"Ontario_prospect","Current","Signature",45,"M",54,17.07,7.8,"Yes",5,3,4,5,4,1,2,2,2,3,4,3,2,2,3,1,1,NA,NA
481,"Atlantic","Lapsed","Signature",45,"M",16,23.55,4,"No",4,4,5,4,2,3,3,3,4,3,3,4,2,4,2,4,3,6.2,7
482,"Ontario_prospect","Current","Standard",48,"M",6,24.02,5.9,"No",4,4,5,5,2,3,4,3,2,1,2,2,2,3,3,2,3,NA,NA
483,"Atlantic","Current","Standard",37,"M",8,31.01,6.1,"Yes",1,3,2,2,3,4,4,4,4,4,3,4,3,4,4,2,4,NA,NA
484,"Ontario_prospect","Current","Discovery",33,"M",24,25.12,5.5,"No",1,2,1,2,2,2,4,3,3,4,3,5,2,3,5,3,3,NA,NA
485,"Ontario_prospect","Current","Signature",22,"F",57,24.27,6.2,"Yes",3,3,4,2,2,4,2,4,3,2,1,2,3,5,5,5,4,NA,NA
486,"Ontario_prospect","Current","Standard",35,"M",8,17.05,4.8,"Yes",4,4,4,4,4,3,3,2,2,3,2,1,3,3,3,2,4,NA,NA
487,"Ontario_prospect","Lapsed","Standard",60,"F",11,19.78,4.7,"No",4,4,4,4,4,2,3,2,2,1,4,1,3,4,1,3,3,6.1,7.2
488,"Atlantic","Current","Signature",45,"M",12,21.52,6.1,"No",2,1,2,1,1,5,3,4,3,4,4,4,4,5,4,3,4,NA,NA
489,"Ontario_prospect","Current","Standard",29,"F",2,19.1,7.9,"No",5,5,4,5,4,5,4,4,5,3,3,3,2,2,4,3,3,NA,NA
490,"Atlantic","Current","Signature",55,"F",23,23.44,7.2,"No",4,4,3,3,3,4,3,3,4,4,4,3,3,4,4,4,3,NA,NA
491,"Ontario_prospect","Current","Signature",36,"F",76,21.75,8.8,"Yes",5,5,4,4,5,2,3,1,3,2,3,3,4,1,3,3,2,NA,NA
492,"Atlantic","Current","Standard",21,"M",30,21.27,6.7,"No",2,2,2,2,2,3,5,4,4,5,5,5,5,3,4,5,3,NA,NA
493,"Atlantic","Current","Discovery",26,"Nonbinary",43,28.85,6.2,"Yes",4,4,4,4,5,2,4,5,4,5,4,5,4,3,2,3,4,NA,NA
494,"Atlantic","Lapsed","Signature",28,"F",5,19.43,3.8,"No",1,1,2,1,1,4,3,4,3,2,2,2,3,2,4,3,1,NA,NA
495,"Ontario_prospect","Current","Standard",44,"F",3,19.67,6.8,"Yes",3,3,3,3,5,3,2,3,4,4,3,3,4,4,5,5,4,NA,NA
496,"Atlantic","Current","Signature",30,"M",2,25.44,5.9,"Yes",3,2,4,3,4,3,3,1,2,4,5,4,5,4,3,3,3,5.3,5.5
497,"Ontario_prospect","Current","Standard",52,"F",16,21.49,6.3,"Yes",2,3,1,2,4,3,4,2,3,2,3,4,3,3,3,3,3,6.8,6.2
498,"Atlantic","Current","Signature",26,"M",5,23.08,7,"Yes",3,3,4,5,4,4,4,4,3,1,1,1,1,2,2,2,3,NA,NA
499,"Atlantic","Current","Signature",32,"F",18,21.01,7.7,"Yes",5,3,5,5,4,3,3,3,2,2,3,3,3,3,3,4,3,NA,NA
500,"Atlantic","Current","Signature",27,"F",12,19.24,6.4,"No",2,2,1,1,3,2,1,2,2,1,2,3,1,2,2,1,1,NA,NA
501,"Ontario_prospect","Current","Discovery",34,"F",14,22.56,8.4,"No",5,5,5,4,4,4,5,4,4,4,4,5,4,4,3,5,5,NA,NA
502,"Atlantic","Current","Standard",39,"F",3,18.8,5.5,"No",2,2,2,2,3,4,5,5,5,2,4,2,2,3,3,3,2,NA,NA
503,"Atlantic","Current","Discovery",25,"M",38,22.79,5.9,"Yes",5,5,5,5,4,2,1,3,4,2,3,2,1,1,2,3,1,NA,NA
504,"Atlantic","Current","Signature",55,"F",1,21.13,5.2,"No",2,1,1,1,1,3,3,2,2,3,4,4,3,4,4,3,4,NA,NA
505,"Atlantic","Lapsed","Signature",63,"M",8,22.42,7,"No",3,4,4,5,4,3,2,3,2,4,4,3,3,3,3,2,4,NA,NA
506,"Atlantic","Current","Discovery",60,"M",3,31.37,6.8,"No",4,4,3,3,3,5,5,3,4,4,4,4,5,1,2,1,1,4.6,6.5
507,"Ontario_prospect","Current","Signature",28,"M",46,24.72,4.4,"Yes",4,3,3,2,2,1,3,1,4,4,4,3,4,5,4,2,5,NA,NA
508,"Atlantic","Current","Standard",44,"M",18,29.34,5.9,"No",3,5,3,4,4,1,1,1,2,3,2,2,3,2,3,3,2,5.2,5.6
509,"Atlantic","Lapsed","Discovery",42,"M",2,24.44,7.3,"No",3,3,3,3,2,3,3,3,2,5,5,4,4,5,5,5,5,NA,NA
510,"Atlantic","Current","Signature",36,"M",1,18.31,7,"No",2,2,3,4,3,4,2,3,3,2,1,2,1,1,1,1,1,NA,NA
511,"Ontario_prospect","Current","Discovery",40,"M",9,26.14,8,"Yes",4,4,4,5,5,3,2,2,5,4,5,3,4,5,5,4,3,NA,NA
512,"Atlantic","Current","Discovery",36,"M",37,20.64,8,"Yes",5,4,4,5,5,2,1,2,1,2,1,2,2,2,2,4,3,NA,NA
513,"Ontario_prospect","Current","Signature",27,"M",2,23.62,4.9,"No",2,1,1,1,3,2,3,4,2,4,4,1,4,5,5,3,4,NA,NA
514,"Atlantic","Current","Standard",58,"M",87,19.9,5.3,"No",3,3,1,3,3,2,4,4,3,4,4,5,5,4,4,4,5,NA,NA
515,"Atlantic","Current","Signature",53,"M",3,22.46,7.2,"No",4,5,4,4,3,5,3,4,4,2,2,2,2,3,3,3,4,NA,NA
516,"Ontario_prospect","Current","Standard",38,"M",10,18.74,6,"Yes",5,3,4,3,4,5,5,3,4,2,4,4,3,2,3,3,4,NA,NA
517,"Ontario_prospect","Current","Discovery",39,"F",5,28.15,5.9,"No",2,3,2,3,2,1,1,3,1,2,4,4,3,3,3,3,2,NA,NA
518,"Atlantic","Current","Standard",30,"M",46,24.02,4.6,"No",5,5,5,5,4,3,2,4,3,2,3,2,2,2,3,3,2,6.3,6.7
519,"Atlantic","Current","Discovery",35,"M",16,31.62,6.7,"No",4,2,4,2,3,4,3,4,3,5,5,5,5,2,4,3,3,NA,NA
520,"Ontario_prospect","Current","Signature",54,"M",3,16.96,3.4,"No",2,2,1,2,2,2,2,2,1,3,2,4,1,2,2,3,4,NA,NA
521,"Atlantic","Current","Standard",41,"M",10,23,6,"Yes",2,1,3,1,2,4,4,3,4,4,2,3,3,3,3,4,3,NA,NA
522,"Ontario_prospect","Current","Standard",49,"F",4,12.29,4.5,"Yes",3,2,3,1,1,3,1,1,3,4,3,2,3,3,3,3,3,NA,NA
523,"Ontario_prospect","Current","Standard",37,"M",4,26,5.3,"Yes",5,4,4,4,4,5,4,4,4,2,1,2,1,3,1,3,3,NA,NA
524,"Ontario_prospect","Lapsed","Standard",27,"Nonbinary",4,23.01,4.8,"No",2,1,3,2,1,5,4,4,4,4,4,3,3,4,3,3,3,NA,NA
525,"Atlantic","Current","Standard",37,"M",45,26.39,8.3,"Yes",5,3,5,4,5,4,4,5,4,4,5,3,4,1,1,3,2,NA,NA
526,"Atlantic","Current","Discovery",30,"M",89,28.98,6.7,"Yes",4,3,4,5,4,3,3,1,3,2,2,2,4,1,3,2,3,NA,NA
527,"Atlantic","Current","Standard",47,"F",14,18.86,6.5,"Yes",2,2,3,4,4,2,2,4,3,2,1,2,3,1,1,1,2,NA,NA
528,"Atlantic","Current","Discovery",37,"Nonbinary",12,28.74,7,"Yes",2,2,2,3,4,1,2,2,1,3,2,3,2,3,3,3,4,NA,NA
529,"Ontario_prospect","Lapsed","Standard",34,"M",6,18.96,4.8,"Yes",3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,2,5,4.4,6.7
530,"Atlantic","Current","Signature",49,"Nonbinary",1,21.67,3.5,"Yes",1,1,1,1,1,3,4,3,3,3,2,3,3,4,5,3,3,NA,NA
531,"Ontario_prospect","Current","Signature",31,"F",19,22.95,7.3,"Yes",5,5,4,5,4,5,4,4,3,4,4,4,3,4,5,5,4,NA,NA
532,"Ontario_prospect","Current","Standard",34,"F",34,12.42,6.7,"Yes",3,4,4,2,4,2,4,3,4,3,2,1,3,3,3,2,2,6.1,6.6
533,"Ontario_prospect","Current","Discovery",41,"F",27,21.03,6.5,"Yes",3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,2,3,NA,NA
534,"Atlantic","Current","Standard",42,"M",3,25.34,4.7,"No",4,4,3,3,2,3,5,3,4,3,2,3,2,4,3,4,3,NA,NA
535,"Ontario_prospect","Current","Signature",31,"F",17,20.14,5.7,"No",2,3,2,3,2,3,3,3,3,3,3,2,3,5,5,5,3,NA,NA
